,ma_shap,group
lh_rostralanteriorcingulate_volume._.7,0.0,brain
lh_rostralmiddlefrontal_volume._.7,0.0,brain
lh_superiorfrontal_volume._.7,0.0,brain
lh_superiorparietal_volume._.7,0.0,brain
lh_superiortemporal_volume._.7,0.0,brain
lh_supramarginal_volume._.7,0.0,brain
lh_frontalpole_volume._.7,0.0,brain
lh_temporalpole_volume._.7,0.0,brain
lh_bankssts_volume._.7,0.0,brain
rh_insula_thickness._.6,0.0,brain
lh_transversetemporal_thickness._.5,0.0,brain
rh_fusiform_thickness._.6,0.0,brain
rh_medialorbitofrontal_thickness._.6,0.0,brain
rh_lingual_thickness._.6,0.0,brain
rh_lateralorbitofrontal_thickness._.6,0.0,brain
rh_lateraloccipital_thickness._.6,0.0,brain
rh_inferiortemporal_thickness._.6,0.0,brain
rh_inferiorparietal_thickness._.6,0.0,brain
rh_entorhinal_thickness._.6,0.0,brain
rh_transversetemporal_thickness._.6,0.0,brain
rh_cuneus_thickness._.6,0.0,brain
rh_caudalmiddlefrontal_thickness._.6,0.0,brain
rh_caudalanteriorcingulate_thickness._.6,0.0,brain
rh_bankssts_thickness._.6,0.0,brain
lh_MeanThickness_thickness._.5,0.0,brain
lh_insula_thickness._.5,0.0,brain
rh_middletemporal_thickness._.6,0.0,brain
rh_parahippocampal_thickness._.6,0.0,brain
rh_paracentral_thickness._.6,0.0,brain
rh_parsopercularis_thickness._.6,0.0,brain
rh_parsorbitalis_thickness._.6,0.0,brain
rh_parstriangularis_thickness._.6,0.0,brain
rh_pericalcarine_thickness._.6,0.0,brain
rh_postcentral_thickness._.6,0.0,brain
rh_posteriorcingulate_thickness._.6,0.0,brain
rh_precentral_thickness._.6,0.0,brain
rh_precuneus_thickness._.6,0.0,brain
rh_rostralmiddlefrontal_thickness._.6,0.0,brain
rh_superiorfrontal_thickness._.6,0.0,brain
rh_superiorparietal_thickness._.6,0.0,brain
rh_superiortemporal_thickness._.6,0.0,brain
rh_supramarginal_thickness._.6,0.0,brain
rh_frontalpole_thickness._.6,0.0,brain
lh_superiorparietal_meancurv._.3,0.0,brain
lh_superiorfrontal_meancurv._.3,0.0,brain
lh_rostralmiddlefrontal_meancurv._.3,0.0,brain
con_L-TH_R-PCG_fa,0.0,brain
lh_entorhinal_area._.1,0.0,brain
lh_cuneus_area._.1,0.0,brain
lh_caudalmiddlefrontal_area._.1,0.0,brain
lh_caudalanteriorcingulate_area._.1,0.0,brain
lh_bankssts_area._.1,0.0,brain
con_R-IN_R-CER_fa,0.0,brain
con_R-TTG_R-IN_fa,0.0,brain
con_R-SMG_R-CER_fa,0.0,brain
con_R-TP_R-CER_fa,0.0,brain
con_R-TP_R-IN_fa,0.0,brain
con_R-TP_R-TTG_fa,0.0,brain
con_R-FP_R-CER_fa,0.0,brain
con_R-FP_R-IN_fa,0.0,brain
con_R-FP_R-TTG_fa,0.0,brain
lh_fusiform_area._.1,0.0,brain
lh_inferiorparietal_area._.1,0.0,brain
lh_inferiortemporal_area._.1,0.0,brain
lh_isthmuscingulate_area._.1,0.0,brain
lh_lateraloccipital_area._.1,0.0,brain
lh_lateralorbitofrontal_area._.1,0.0,brain
lh_lingual_area._.1,0.0,brain
lh_medialorbitofrontal_area._.1,0.0,brain
lh_middletemporal_area._.1,0.0,brain
lh_parahippocampal_area._.1,0.0,brain
lh_paracentral_area._.1,0.0,brain
lh_parsopercularis_area._.1,0.0,brain
lh_parsorbitalis_area._.1,0.0,brain
lh_pericalcarine_area._.1,0.0,brain
lh_postcentral_area._.1,0.0,brain
lh_posteriorcingulate_area._.1,0.0,brain
lh_precentral_area._.1,0.0,brain
con_R-FP_R-TP_fa,0.0,brain
con_R-SMG_R-IN_fa,0.0,brain
lh_rostralanteriorcingulate_area._.1,0.0,brain
con_R-RMFG_R-IN_fa,0.0,brain
con_R-SFG_R-TP_fa,0.0,brain
con_R-SFG_R-FP_fa,0.0,brain
con_R-SFG_R-SMG_fa,0.0,brain
con_R-SFG_R-STG_fa,0.0,brain
con_R-SFG_R-SPG_fa,0.0,brain
con_R-RMFG_R-CER_fa,0.0,brain
con_R-RMFG_R-TTG_fa,0.0,brain
con_R-SMG_R-TTG_fa,0.0,brain
con_R-RMFG_R-TP_fa,0.0,brain
con_R-RMFG_R-FP_fa,0.0,brain
con_R-RMFG_R-SMG_fa,0.0,brain
con_R-RMFG_R-STG_fa,0.0,brain
con_R-RMFG_R-SPG_fa,0.0,brain
con_R-RMFG_R-SFG_fa,0.0,brain
con_R-SFG_R-TTG_fa,0.0,brain
con_R-SFG_R-IN_fa,0.0,brain
con_R-SFG_R-CER_fa,0.0,brain
con_R-SPG_R-STG_fa,0.0,brain
con_R-SPG_R-SMG_fa,0.0,brain
con_R-SPG_R-FP_fa,0.0,brain
con_R-SPG_R-TP_fa,0.0,brain
con_R-SPG_R-TTG_fa,0.0,brain
con_R-SPG_R-IN_fa,0.0,brain
con_R-SPG_R-CER_fa,0.0,brain
con_R-STG_R-SMG_fa,0.0,brain
con_R-STG_R-FP_fa,0.0,brain
con_R-STG_R-TP_fa,0.0,brain
con_R-STG_R-TTG_fa,0.0,brain
con_R-STG_R-IN_fa,0.0,brain
con_R-SMG_R-FP_fa,0.0,brain
con_R-SMG_R-TP_fa,0.0,brain
lh_precuneus_area._.1,0.0,brain
lh_rostralmiddlefrontal_area._.1,0.0,brain
lh_rostralanteriorcingulate_meancurv._.3,0.0,brain
rh_WhiteSurfArea_area._.2,0.0,brain
lh_fusiform_meancurv._.3,0.0,brain
lh_entorhinal_meancurv._.3,0.0,brain
lh_cuneus_meancurv._.3,0.0,brain
lh_caudalmiddlefrontal_meancurv._.3,0.0,brain
lh_caudalanteriorcingulate_meancurv._.3,0.0,brain
lh_bankssts_meancurv._.3,0.0,brain
rh_insula_area._.2,0.0,brain
rh_rostralmiddlefrontal_area._.2,0.0,brain
rh_transversetemporal_area._.2,0.0,brain
rh_temporalpole_area._.2,0.0,brain
rh_frontalpole_area._.2,0.0,brain
rh_supramarginal_area._.2,0.0,brain
rh_superiortemporal_area._.2,0.0,brain
rh_superiorparietal_area._.2,0.0,brain
lh_inferiorparietal_meancurv._.3,0.0,brain
lh_inferiortemporal_meancurv._.3,0.0,brain
lh_isthmuscingulate_meancurv._.3,0.0,brain
lh_lateraloccipital_meancurv._.3,0.0,brain
lh_lateralorbitofrontal_meancurv._.3,0.0,brain
lh_lingual_meancurv._.3,0.0,brain
lh_medialorbitofrontal_meancurv._.3,0.0,brain
lh_middletemporal_meancurv._.3,0.0,brain
lh_parahippocampal_meancurv._.3,0.0,brain
lh_paracentral_meancurv._.3,0.0,brain
lh_parsopercularis_meancurv._.3,0.0,brain
lh_parstriangularis_meancurv._.3,0.0,brain
lh_pericalcarine_meancurv._.3,0.0,brain
lh_postcentral_meancurv._.3,0.0,brain
lh_posteriorcingulate_meancurv._.3,0.0,brain
lh_precentral_meancurv._.3,0.0,brain
lh_precuneus_meancurv._.3,0.0,brain
rh_superiorfrontal_area._.2,0.0,brain
rh_rostralanteriorcingulate_area._.2,0.0,brain
lh_superiorfrontal_area._.1,0.0,brain
lh_WhiteSurfArea_area._.1,0.0,brain
rh_fusiform_area._.2,0.0,brain
rh_entorhinal_area._.2,0.0,brain
rh_cuneus_area._.2,0.0,brain
rh_caudalmiddlefrontal_area._.2,0.0,brain
rh_caudalanteriorcingulate_area._.2,0.0,brain
rh_bankssts_area._.2,0.0,brain
lh_insula_area._.1,0.0,brain
rh_precuneus_area._.2,0.0,brain
lh_transversetemporal_area._.1,0.0,brain
lh_temporalpole_area._.1,0.0,brain
lh_frontalpole_area._.1,0.0,brain
lh_supramarginal_area._.1,0.0,brain
lh_superiortemporal_area._.1,0.0,brain
lh_superiorparietal_area._.1,0.0,brain
rh_inferiorparietal_area._.2,0.0,brain
rh_inferiortemporal_area._.2,0.0,brain
rh_isthmuscingulate_area._.2,0.0,brain
rh_lateraloccipital_area._.2,0.0,brain
rh_lateralorbitofrontal_area._.2,0.0,brain
rh_lingual_area._.2,0.0,brain
rh_medialorbitofrontal_area._.2,0.0,brain
rh_middletemporal_area._.2,0.0,brain
rh_parahippocampal_area._.2,0.0,brain
rh_paracentral_area._.2,0.0,brain
rh_parsopercularis_area._.2,0.0,brain
rh_parsorbitalis_area._.2,0.0,brain
rh_parstriangularis_area._.2,0.0,brain
rh_pericalcarine_area._.2,0.0,brain
rh_postcentral_area._.2,0.0,brain
rh_posteriorcingulate_area._.2,0.0,brain
rh_precentral_area._.2,0.0,brain
lh_transversetemporal_volume._.7,0.0,brain
rh_bankssts_volume._.8,0.0,brain
tfmri_sstr1_139,0.0,brain
tfmri_sstr1_41,0.0,brain
tfmri_sstr1_47,0.0,brain
tfmri_sstr1_46,0.0,brain
tfmri_sstr1_45,0.0,brain
tfmri_sstr1_44,0.0,brain
tfmri_sstr1_43,0.0,brain
tfmri_sstr1_42,0.0,brain
tfmri_sstr1_40,0.0,brain
tfmri_sstr1_49,0.0,brain
tfmri_sstr1_39,0.0,brain
tfmri_sstr1_38,0.0,brain
tfmri_sstr1_37,0.0,brain
tfmri_sstr1_36,0.0,brain
tfmri_sstr1_35,0.0,brain
tfmri_sstr1_34,0.0,brain
tfmri_sstr1_48,0.0,brain
tfmri_sstr1_50,0.0,brain
rh_caudalanteriorcingulate_volume._.8,0.0,brain
tfmri_sstr1_60,0.0,brain
tfmri_sstr1_66,0.0,brain
tfmri_sstr1_65,0.0,brain
tfmri_sstr1_64,0.0,brain
tfmri_sstr1_63,0.0,brain
tfmri_sstr1_62,0.0,brain
tfmri_sstr1_61,0.0,brain
tfmri_sstr1_59,0.0,brain
tfmri_sstr1_51,0.0,brain
tfmri_sstr1_58,0.0,brain
tfmri_sstr1_57,0.0,brain
tfmri_sstr1_55,0.0,brain
tfmri_sstr1_54,0.0,brain
tfmri_sstr1_53,0.0,brain
tfmri_sstr1_52,0.0,brain
tfmri_sstr1_33,0.0,brain
tfmri_sstr1_32,0.0,brain
tfmri_sstr1_31,0.0,brain
rhCerebralWhiteMatterVol._.18,0.0,brain
tfmri_sstr1_11,0.0,brain
tfmri_sstr1_10,0.0,brain
tfmri_sstr1_9,0.0,brain
tfmri_sstr1_8,0.0,brain
tfmri_sstr1_7,0.0,brain
CerebralWhiteMatterVol._.18,0.0,brain
lhCerebralWhiteMatterVol._.18,0.0,brain
tfmri_sstr1_30,0.0,brain
wm.rh.insula._.18,0.0,brain
wm.rh.transversetemporal._.18,0.0,brain
wm.rh.temporalpole._.18,0.0,brain
wm.rh.frontalpole._.18,0.0,brain
wm.rh.supramarginal._.18,0.0,brain
wm.rh.superiortemporal._.18,0.0,brain
tfmri_sstr1_12,0.0,brain
tfmri_sstr1_14,0.0,brain
tfmri_sstr1_15,0.0,brain
tfmri_sstr1_16,0.0,brain
tfmri_sstr1_17,0.0,brain
tfmri_sstr1_18,0.0,brain
tfmri_sstr1_19,0.0,brain
tfmri_sstr1_20,0.0,brain
tfmri_sstr1_21,0.0,brain
tfmri_sstr1_22,0.0,brain
tfmri_sstr1_23,0.0,brain
tfmri_sstr1_24,0.0,brain
tfmri_sstr1_25,0.0,brain
tfmri_sstr1_26,0.0,brain
tfmri_sstr1_27,0.0,brain
tfmri_sstr1_28,0.0,brain
tfmri_sstr1_29,0.0,brain
tfmri_sstr1_67,0.0,brain
tfmri_sstr1_68,0.0,brain
tfmri_sstr1_69,0.0,brain
tfmri_sstr1_114,0.0,brain
tfmri_sstr1_120,0.0,brain
tfmri_sstr1_119,0.0,brain
tfmri_sstr1_118,0.0,brain
tfmri_sstr1_117,0.0,brain
tfmri_sstr1_116,0.0,brain
tfmri_sstr1_115,0.0,brain
tfmri_sstr1_113,0.0,brain
tfmri_sstr1_105,0.0,brain
tfmri_sstr1_112,0.0,brain
tfmri_sstr1_111,0.0,brain
tfmri_sstr1_110,0.0,brain
tfmri_sstr1_109,0.0,brain
tfmri_sstr1_108,0.0,brain
tfmri_sstr1_107,0.0,brain
tfmri_sstr1_121,0.0,brain
tfmri_sstr1_122,0.0,brain
tfmri_sstr1_123,0.0,brain
tfmri_sstr1_124,0.0,brain
tfmri_sstr1_125,0.0,brain
tfmri_sstr1_126,0.0,brain
tfmri_sstr1_127,0.0,brain
tfmri_sstr1_128,0.0,brain
tfmri_sstr1_129,0.0,brain
tfmri_sstr1_130,0.0,brain
tfmri_sstr1_131,0.0,brain
tfmri_sstr1_132,0.0,brain
tfmri_sstr1_133,0.0,brain
tfmri_sstr1_134,0.0,brain
tfmri_sstr1_135,0.0,brain
tfmri_sstr1_136,0.0,brain
tfmri_sstr1_138,0.0,brain
tfmri_sstr1_106,0.0,brain
tfmri_sstr1_104,0.0,brain
tfmri_sstr1_70,0.0,brain
tfmri_sstr1_78,0.0,brain
tfmri_sstr1_85,0.0,brain
tfmri_sstr1_84,0.0,brain
tfmri_sstr1_83,0.0,brain
tfmri_sstr1_82,0.0,brain
tfmri_sstr1_80,0.0,brain
tfmri_sstr1_79,0.0,brain
tfmri_sstr1_77,0.0,brain
tfmri_sstr1_103,0.0,brain
tfmri_sstr1_76,0.0,brain
tfmri_sstr1_75,0.0,brain
tfmri_sstr1_74,0.0,brain
tfmri_sstr1_73,0.0,brain
tfmri_sstr1_72,0.0,brain
tfmri_sstr1_71,0.0,brain
tfmri_sstr1_86,0.0,brain
tfmri_sstr1_87,0.0,brain
tfmri_sstr1_88,0.0,brain
tfmri_sstr1_89,0.0,brain
tfmri_sstr1_90,0.0,brain
tfmri_sstr1_91,0.0,brain
tfmri_sstr1_92,0.0,brain
tfmri_sstr1_93,0.0,brain
tfmri_sstr1_94,0.0,brain
tfmri_sstr1_95,0.0,brain
tfmri_sstr1_96,0.0,brain
tfmri_sstr1_97,0.0,brain
tfmri_sstr1_98,0.0,brain
tfmri_sstr1_99,0.0,brain
tfmri_sstr1_100,0.0,brain
tfmri_sstr1_101,0.0,brain
tfmri_sstr1_102,0.0,brain
wm.rh.superiorparietal._.18,0.0,brain
wm.rh.superiorfrontal._.18,0.0,brain
wm.rh.rostralmiddlefrontal._.18,0.0,brain
Left.Hippocampus._.9,0.0,brain
Left.choroid.plexus._.9,0.0,brain
Left.vessel._.9,0.0,brain
Left.VentralDC._.9,0.0,brain
Left.Accumbens.area._.9,0.0,brain
CSF._.9,0.0,brain
Left.Amygdala._.9,0.0,brain
Brain.Stem._.9,0.0,brain
Left.Inf.Lat.Vent._.9,0.0,brain
X4th.Ventricle._.9,0.0,brain
X3rd.Ventricle._.9,0.0,brain
Left.Pallidum._.9,0.0,brain
Left.Putamen._.9,0.0,brain
Left.Caudate._.9,0.0,brain
Left.Cerebellum.Cortex._.9,0.0,brain
Right.Lateral.Ventricle._.9,0.0,brain
Right.Inf.Lat.Vent._.9,0.0,brain
Right.Cerebellum.White.Matter._.9,0.0,brain
Right.Cerebellum.Cortex._.9,0.0,brain
Right.Caudate._.9,0.0,brain
Right.Putamen._.9,0.0,brain
Right.Pallidum._.9,0.0,brain
Right.Hippocampus._.9,0.0,brain
Right.Amygdala._.9,0.0,brain
Right.Accumbens.area._.9,0.0,brain
Right.VentralDC._.9,0.0,brain
Right.vessel._.9,0.0,brain
Right.choroid.plexus._.9,0.0,brain
X5th.Ventricle._.9,0.0,brain
WM.hypointensities._.9,0.0,brain
Left.WM.hypointensities._.9,0.0,brain
Right.WM.hypointensities._.9,0.0,brain
Left.Cerebellum.White.Matter._.9,0.0,brain
Left.Lateral.Ventricle._.9,0.0,brain
Left.non.WM.hypointensities._.9,0.0,brain
rh_lateraloccipital_volume._.8,0.0,brain
rh_paracentral_volume._.8,0.0,brain
rh_parahippocampal_volume._.8,0.0,brain
rh_middletemporal_volume._.8,0.0,brain
rh_medialorbitofrontal_volume._.8,0.0,brain
rh_lingual_volume._.8,0.0,brain
rh_lateralorbitofrontal_volume._.8,0.0,brain
rh_isthmuscingulate_volume._.8,0.0,brain
rh_insula_volume._.8,0.0,brain
rh_inferiortemporal_volume._.8,0.0,brain
rh_inferiorparietal_volume._.8,0.0,brain
rh_fusiform_volume._.8,0.0,brain
rh_entorhinal_volume._.8,0.0,brain
rh_cuneus_volume._.8,0.0,brain
rh_caudalmiddlefrontal_volume._.8,0.0,brain
rh_parsopercularis_volume._.8,0.0,brain
rh_parsorbitalis_volume._.8,0.0,brain
rh_parstriangularis_volume._.8,0.0,brain
rh_pericalcarine_volume._.8,0.0,brain
rh_postcentral_volume._.8,0.0,brain
rh_posteriorcingulate_volume._.8,0.0,brain
rh_precentral_volume._.8,0.0,brain
rh_precuneus_volume._.8,0.0,brain
rh_rostralanteriorcingulate_volume._.8,0.0,brain
rh_rostralmiddlefrontal_volume._.8,0.0,brain
rh_superiorfrontal_volume._.8,0.0,brain
rh_superiorparietal_volume._.8,0.0,brain
rh_superiortemporal_volume._.8,0.0,brain
rh_supramarginal_volume._.8,0.0,brain
rh_frontalpole_volume._.8,0.0,brain
rh_temporalpole_volume._.8,0.0,brain
rh_transversetemporal_volume._.8,0.0,brain
non.WM.hypointensities._.9,0.0,brain
Right.non.WM.hypointensities._.9,0.0,brain
wm.rh.rostralanteriorcingulate._.18,0.0,brain
wm.rh.bankssts._.18,0.0,brain
wm.rh.inferiorparietal._.18,0.0,brain
wm.rh.fusiform._.18,0.0,brain
wm.rh.entorhinal._.18,0.0,brain
wm.rh.cuneus._.18,0.0,brain
wm.rh.caudalmiddlefrontal._.18,0.0,brain
wm.rh.caudalanteriorcingulate._.18,0.0,brain
wm.lh.insula._.18,0.0,brain
wm.lh.rostralmiddlefrontal._.18,0.0,brain
wm.lh.transversetemporal._.18,0.0,brain
wm.lh.temporalpole._.18,0.0,brain
wm.lh.frontalpole._.18,0.0,brain
wm.lh.supramarginal._.18,0.0,brain
wm.lh.superiortemporal._.18,0.0,brain
wm.lh.superiorparietal._.18,0.0,brain
wm.rh.inferiortemporal._.18,0.0,brain
wm.rh.isthmuscingulate._.18,0.0,brain
wm.rh.lateraloccipital._.18,0.0,brain
wm.rh.lateralorbitofrontal._.18,0.0,brain
wm.rh.lingual._.18,0.0,brain
wm.rh.medialorbitofrontal._.18,0.0,brain
wm.rh.middletemporal._.18,0.0,brain
wm.rh.parahippocampal._.18,0.0,brain
wm.rh.paracentral._.18,0.0,brain
wm.rh.parsopercularis._.18,0.0,brain
wm.rh.parsorbitalis._.18,0.0,brain
wm.rh.parstriangularis._.18,0.0,brain
wm.rh.pericalcarine._.18,0.0,brain
wm.rh.postcentral._.18,0.0,brain
wm.rh.posteriorcingulate._.18,0.0,brain
wm.rh.precentral._.18,0.0,brain
wm.rh.precuneus._.18,0.0,brain
wm.lh.superiorfrontal._.18,0.0,brain
wm.lh.rostralanteriorcingulate._.18,0.0,brain
Optic.Chiasm._.9,0.0,brain
CortexVol._.9,0.0,brain
wm.lh.cuneus._.18,0.0,brain
wm.lh.caudalmiddlefrontal._.18,0.0,brain
wm.lh.caudalanteriorcingulate._.18,0.0,brain
wm.lh.bankssts._.18,0.0,brain
TotalGrayVol._.9,0.0,brain
SubCortGrayVol._.9,0.0,brain
rhCortexVol._.9,0.0,brain
wm.lh.precuneus._.18,0.0,brain
lhCortexVol._.9,0.0,brain
CC_Anterior._.9,0.0,brain
CC_Mid_Anterior._.9,0.0,brain
CC_Central._.9,0.0,brain
CC_Mid_Posterior._.9,0.0,brain
CC_Posterior._.9,0.0,brain
wm.lh.entorhinal._.18,0.0,brain
wm.lh.fusiform._.18,0.0,brain
wm.lh.inferiorparietal._.18,0.0,brain
wm.lh.inferiortemporal._.18,0.0,brain
wm.lh.isthmuscingulate._.18,0.0,brain
wm.lh.lateralorbitofrontal._.18,0.0,brain
wm.lh.medialorbitofrontal._.18,0.0,brain
wm.lh.middletemporal._.18,0.0,brain
wm.lh.parahippocampal._.18,0.0,brain
wm.lh.paracentral._.18,0.0,brain
wm.lh.parsopercularis._.18,0.0,brain
wm.lh.parsorbitalis._.18,0.0,brain
wm.lh.parstriangularis._.18,0.0,brain
wm.lh.pericalcarine._.18,0.0,brain
wm.lh.postcentral._.18,0.0,brain
wm.lh.posteriorcingulate._.18,0.0,brain
wm.lh.precentral._.18,0.0,brain
con_L-TH_R-PrCG_fa,0.0,brain
con_L-BSTS_L-CACG_fa,0.0,brain
con_L-TH_R-PoCG_fa,0.0,brain
con_L-LOG_R-SPG_fa,0.0,brain
con_L-LOG_R-IN_fa,0.0,brain
con_L-LOG_R-TTG_fa,0.0,brain
con_L-LOG_R-TP_fa,0.0,brain
con_L-LOG_R-FP_fa,0.0,brain
con_L-LOG_R-SMG_fa,0.0,brain
con_L-LOG_R-STG_fa,0.0,brain
con_L-LOG_R-SFG_fa,0.0,brain
con_L-LOFG_L-LG_fa,0.0,brain
con_L-LOG_R-RMFG_fa,0.0,brain
con_L-LOG_R-RACG_fa,0.0,brain
con_L-LOG_R-PCU_fa,0.0,brain
con_L-LOG_R-PrCG_fa,0.0,brain
con_L-LOG_R-PCG_fa,0.0,brain
con_L-LOG_R-PoCG_fa,0.0,brain
con_L-LOG_R-CER_fa,0.0,brain
con_L-LOFG_L-MOFG_fa,0.0,brain
con_L-LOG_R-PTR_fa,0.0,brain
con_L-LOFG_L-PCG_fa,0.0,brain
con_L-LOFG_L-SPG_fa,0.0,brain
con_L-LOFG_L-SFG_fa,0.0,brain
con_L-LOFG_L-RMFG_fa,0.0,brain
con_L-LOFG_L-RACG_fa,0.0,brain
con_L-LOFG_L-PCU_fa,0.0,brain
con_L-LOFG_L-PrCG_fa,0.0,brain
con_L-LOFG_L-PoCG_fa,0.0,brain
con_L-LOFG_L-MTG_fa,0.0,brain
con_L-LOFG_L-PCAL_fa,0.0,brain
con_L-LOFG_L-PTR_fa,0.0,brain
con_L-LOFG_L-POR_fa,0.0,brain
con_L-LOFG_L-POP_fa,0.0,brain
con_L-LOFG_L-PaCG_fa,0.0,brain
con_L-LOFG_L-PHIG_fa,0.0,brain
con_L-LOG_R-PCAL_fa,0.0,brain
con_L-LOG_R-POR_fa,0.0,brain
con_L-LG_L-TTG_fa,0.0,brain
con_L-LOG_L-HI_fa,0.0,brain
con_L-LOG_R-PA_fa,0.0,brain
con_L-LOG_R-PU_fa,0.0,brain
con_L-LOG_R-CA_fa,0.0,brain
con_L-LOG_R-TH_fa,0.0,brain
con_L-LOG_L-AC_fa,0.0,brain
con_L-LOG_L-AM_fa,0.0,brain
con_L-LOG_L-PA_fa,0.0,brain
con_L-LOG_R-AM_fa,0.0,brain
con_L-LOG_L-PU_fa,0.0,brain
con_L-LOG_L-CA_fa,0.0,brain
con_L-LOG_L-TH_fa,0.0,brain
con_L-LOG_L-CER_fa,0.0,brain
con_L-LOG_L-IN_fa,0.0,brain
con_L-LOG_L-TTG_fa,0.0,brain
con_L-LOG_R-HI_fa,0.0,brain
con_L-LOG_R-AC_fa,0.0,brain
con_L-LOG_R-POP_fa,0.0,brain
con_L-LOG_R-LOG_fa,0.0,brain
con_L-LOG_R-PaCG_fa,0.0,brain
con_L-LOG_R-PHIG_fa,0.0,brain
con_L-LOG_R-MTG_fa,0.0,brain
con_L-LOG_R-MOFG_fa,0.0,brain
con_L-LOG_R-LG_fa,0.0,brain
con_L-LOG_R-LOFG_fa,0.0,brain
con_L-LOG_R-ICG_fa,0.0,brain
con_L-LOG_R-BSTS_fa,0.0,brain
con_L-LOG_R-ITG_fa,0.0,brain
con_L-LOG_R-IPG_fa,0.0,brain
con_L-LOG_R-FG_fa,0.0,brain
con_L-LOG_R-EC_fa,0.0,brain
con_L-LOG_R-CU_fa,0.0,brain
con_L-LOG_R-CACG_fa,0.0,brain
con_L-LOFG_L-STG_fa,0.0,brain
con_L-LOFG_L-SMG_fa,0.0,brain
con_L-LOFG_L-TP_fa,0.0,brain
con_L-LOFG_R-SPG_fa,0.0,brain
con_L-LOFG_R-IN_fa,0.0,brain
con_L-LOFG_R-TTG_fa,0.0,brain
con_L-LOFG_R-TP_fa,0.0,brain
con_L-LOFG_R-FP_fa,0.0,brain
con_L-LOFG_R-SMG_fa,0.0,brain
con_L-LOFG_R-STG_fa,0.0,brain
con_L-LOFG_R-SFG_fa,0.0,brain
con_L-LG_L-MOFG_fa,0.0,brain
con_L-LOFG_R-RMFG_fa,0.0,brain
con_L-LOFG_R-RACG_fa,0.0,brain
con_L-LOFG_R-PCU_fa,0.0,brain
con_L-LOFG_R-PrCG_fa,0.0,brain
con_L-LOFG_R-PCG_fa,0.0,brain
con_L-LOFG_R-PoCG_fa,0.0,brain
con_L-LOFG_R-CER_fa,0.0,brain
con_L-LG_L-PHIG_fa,0.0,brain
con_L-LOFG_L-IN_fa,0.0,brain
con_L-LG_L-RACG_fa,0.0,brain
con_L-LG_L-FP_fa,0.0,brain
con_L-LG_L-SMG_fa,0.0,brain
con_L-LG_L-STG_fa,0.0,brain
con_L-LG_L-SPG_fa,0.0,brain
con_L-LG_L-SFG_fa,0.0,brain
con_L-LG_L-RMFG_fa,0.0,brain
con_L-LG_L-PCU_fa,0.0,brain
con_L-LG_L-PaCG_fa,0.0,brain
con_L-LG_L-PrCG_fa,0.0,brain
con_L-LG_L-PCG_fa,0.0,brain
con_L-LG_L-PoCG_fa,0.0,brain
con_L-LG_L-PCAL_fa,0.0,brain
con_L-LG_L-POR_fa,0.0,brain
con_L-LG_L-POP_fa,0.0,brain
con_L-LOFG_R-PCAL_fa,0.0,brain
con_L-LOFG_R-PTR_fa,0.0,brain
con_L-LOFG_R-POR_fa,0.0,brain
con_L-LOFG_L-AC_fa,0.0,brain
con_L-LOFG_R-AM_fa,0.0,brain
con_L-LOFG_R-HI_fa,0.0,brain
con_L-LOFG_R-PA_fa,0.0,brain
con_L-LOFG_R-PU_fa,0.0,brain
con_L-LOFG_R-CA_fa,0.0,brain
con_L-LOFG_R-TH_fa,0.0,brain
con_L-LOFG_L-AM_fa,0.0,brain
con_L-LOFG_R-POP_fa,0.0,brain
con_L-LOFG_L-HI_fa,0.0,brain
con_L-LOFG_L-PA_fa,0.0,brain
con_L-LOFG_L-PU_fa,0.0,brain
con_L-LOFG_L-CA_fa,0.0,brain
con_L-LOFG_L-TH_fa,0.0,brain
con_L-LOFG_L-CER_fa,0.0,brain
con_L-LOFG_R-AC_fa,0.0,brain
con_L-LOFG_R-BSTS_fa,0.0,brain
con_L-LOFG_R-CACG_fa,0.0,brain
con_L-LOFG_R-CMFG_fa,0.0,brain
con_L-LOFG_R-CU_fa,0.0,brain
con_L-LOFG_R-EC_fa,0.0,brain
con_L-LOFG_R-FG_fa,0.0,brain
con_L-LOFG_R-IPG_fa,0.0,brain
con_L-LOFG_R-ITG_fa,0.0,brain
con_L-LOFG_R-ICG_fa,0.0,brain
con_L-LOFG_R-LOG_fa,0.0,brain
con_L-LOFG_R-LOFG_fa,0.0,brain
con_L-LOFG_R-LG_fa,0.0,brain
con_L-LOFG_R-MOFG_fa,0.0,brain
con_L-LOFG_R-MTG_fa,0.0,brain
con_L-LOFG_R-PHIG_fa,0.0,brain
con_L-LOFG_R-PaCG_fa,0.0,brain
con_L-LOG_L-TP_fa,0.0,brain
con_L-LOG_L-FP_fa,0.0,brain
con_L-LOG_L-SMG_fa,0.0,brain
con_L-ITG_R-STG_fa,0.0,brain
con_L-ITG_R-CER_fa,0.0,brain
con_L-ITG_R-IN_fa,0.0,brain
con_L-ITG_R-TTG_fa,0.0,brain
con_L-ITG_R-TP_fa,0.0,brain
con_L-ITG_R-FP_fa,0.0,brain
con_L-ITG_R-SMG_fa,0.0,brain
con_L-ITG_R-SPG_fa,0.0,brain
con_L-ICG_L-LOFG_fa,0.0,brain
con_L-ITG_R-SFG_fa,0.0,brain
con_L-ITG_R-RMFG_fa,0.0,brain
con_L-ITG_R-RACG_fa,0.0,brain
con_L-ITG_R-PCU_fa,0.0,brain
